Source File: Q:\Profilers\WLP-0002\Build - 06092014\2014_06_03WLP-002QuarryTesting\01554078.DBG
Processed: 07/16/2014 10:19:24
Using Version: 1.11
Device: PDBG
Start Date: 06/04/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Data
1401875233.572	0.000	n	WD off detected for bat 01 with mode 1
1401875233.570	0.000	y	&01wf 1
1401875234.016	0.000	n	Sending Bat Disable
1401875234.026	0.000	n	quit/status test i=1
1401875234.028	0.000	n	status test BF:1 mode:2 ct:6
1401875234.029	0.000	n	status test BF:2 mode:1 ct:5
1401875234.081	0.000	n	WD off detected for bat 02 with mode 1
1401875234.078	0.000	y	&02wf 1
1401875234.270	0.000	n	ACS over pkt size
1401875234.519	0.000	n	quit/status test i=2
1401875234.520	0.000	n	status test BF:1 mode:2 ct:6
1401875234.522	0.000	n	status test BF:2 mode:2 ct:6
1401875234.604	0.000	n	SUM:1.17,1.16,23364586.67,32.0,-772609,01554008.PPB,64973,1020280832,82,7,33.09,4.129,961.04,2
1401875234.760	0.000	n	ACS over pkt size
1401875235.247	0.000	n	ACS over pkt size
1401875235.736	0.000	n	ACS over pkt size
1401875236.230	0.000	n	ACS over pkt size
1401875236.723	0.000	n	ACS over pkt size
1401875237.221	0.000	n	ACS over pkt size
1401875237.718	0.000	n	ACS over pkt size
1401875238.213	0.000	n	ACS over pkt size
1401875238.711	0.000	n	ACS over pkt size
1401875239.208	0.000	n	ACS over pkt size
1401875239.705	0.000	n	ACS over pkt size
1401875240.206	0.000	n	ACS over pkt size
1401875240.702	0.000	n	ACS over pkt size
1401875241.201	0.000	n	ACS over pkt size
1401875241.514	0.000	n	OCR over pkt size
1401875241.949	0.000	n	ACS over pkt size
1401875242.447	0.000	n	ACS over pkt size
1401875242.943	0.000	n	ACS over pkt size
1401875243.443	0.000	n	ACS over pkt size
1401875243.940	0.000	n	ACS over pkt size
1401875244.439	0.000	n	ACS over pkt size
1401875244.938	0.000	n	ACS over pkt size
1401875245.434	0.000	n	ACS over pkt size
1401875245.608	0.000	n	OCR over pkt size
1401875245.932	0.000	n	ACS over pkt size
1401875246.429	0.000	n	ACS over pkt size
1401875246.927	0.000	n	ACS over pkt size
1401875247.428	0.000	n	ACS over pkt size
1401875247.924	0.000	n	ACS over pkt size
1401875248.421	0.000	n	ACS over pkt size
1401875248.920	0.000	n	ACS over pkt size
1401875249.419	0.000	n	ACS over pkt size
1401875249.918	0.000	n	ACS over pkt size
1401875250.415	0.000	n	ACS over pkt size
1401875250.914	0.000	n	ACS over pkt size
1401875251.413	0.000	n	ACS over pkt size
1401875251.910	0.000	n	ACS over pkt size
1401875252.411	0.000	n	ACS over pkt size
1401875252.908	0.000	n	ACS over pkt size
1401875253.407	0.000	n	ACS over pkt size
1401875253.904	0.000	n	ACS over pkt size
1401875254.403	0.000	n	ACS over pkt size
1401875254.903	0.000	n	ACS over pkt size
1401875255.399	0.000	n	ACS over pkt size
1401875255.900	0.000	n	ACS over pkt size
1401875256.401	0.000	n	ACS over pkt size
1401875256.898	0.000	n	ACS over pkt size
1401875257.395	0.000	n	ACS over pkt size
1401875257.894	0.000	n	ACS over pkt size
1401875258.394	0.000	n	ACS over pkt size
1401875258.891	0.000	n	ACS over pkt size
1401875259.389	0.000	n	ACS over pkt size
1401875259.889	0.000	n	ACS over pkt size
1401875260.387	0.000	n	ACS over pkt size
1401875260.889	0.000	n	ACS over pkt size
1401875261.386	0.000	n	ACS over pkt size
1401875261.900	0.000	n	ACS over pkt size
1401875262.386	0.000	n	ACS over pkt size
1401875262.881	0.000	n	ACS over pkt size
1401875263.381	0.000	n	ACS over pkt size
1401875263.879	0.000	n	ACS over pkt size
1401875264.378	0.000	n	ACS over pkt size
1401875264.879	0.000	n	ACS over pkt size
1401875265.379	0.000	n	ACS over pkt size
1401875265.880	0.000	n	ACS over pkt size
1401875266.375	0.000	n	ACS over pkt size
1401875266.875	0.000	n	ACS over pkt size
1401875267.375	0.000	n	ACS over pkt size
1401875267.873	0.000	n	ACS over pkt size
1401875268.372	0.000	n	ACS over pkt size
1401875268.873	0.000	n	ACS over pkt size
1401875269.371	0.000	n	ACS over pkt size
1401875269.870	0.000	n	ACS over pkt size
1401875270.368	0.000	n	ACS over pkt size
1401875270.867	0.000	n	ACS over pkt size
1401875271.368	0.000	n	ACS over pkt size
1401875271.865	0.000	n	ACS over pkt size
1401875272.044	0.000	n	OCR over pkt size
1401875272.366	0.000	n	ACS over pkt size
1401875272.863	0.000	n	ACS over pkt size
1401875273.363	0.000	n	ACS over pkt size
1401875273.864	0.000	n	ACS over pkt size
1401875274.362	0.000	n	ACS over pkt size
1401875274.862	0.000	n	ACS over pkt size
1401875275.359	0.000	n	ACS over pkt size
1401875275.860	0.000	n	ACS over pkt size
1401875276.360	0.000	n	ACS over pkt size
1401875276.857	0.000	n	ACS over pkt size
1401875277.359	0.000	n	ACS over pkt size
1401875277.856	0.000	n	ACS over pkt size
1401875278.358	0.000	n	ACS over pkt size
1401875278.662	0.000	n	S,1,00000BB2*3
1401875278.663	0.000	n	Top limit detected.
1401875278.664	0.000	n	Shutting down inst
1401875279.137	0.000	n	Getting profile end battery status
1401875279.138	0.000	n	ubs BF:1 mode:2
1401875279.139	0.000	n	ubs BF:1 now mode:4
1401875279.140	0.000	n	ubs BF:2 mode:2
1401875279.141	0.000	n	ubs BF:2 now mode:4
1401875279.142	0.000	n	Switching to Pro end cmd
1401875279.353	0.000	n	OCR over pkt size
1401875279.354	0.000	n	OCR over buf size
1401875279.642	0.000	n	Get Stat for bat =1
1401875279.652	0.000	n	quit/status test i=0
1401875279.654	0.000	n	status test BF:1 mode:4 ct:6
1401875279.655	0.000	n	status test BF:2 mode:4 ct:6
1401875279.675	0.000	n	S,1,00000B72*4
1401875279.693	0.000	y	&01q0 d- 33.15  0.43  20.1 4.127 4.152 0  982.30   1:03:19 m 0 0    0
1401875280.143	0.000	n	Get Stat for bat =2
1401875280.153	0.000	n	quit/status test i=0
1401875280.154	0.000	n	status test BF:1 mode:1 ct:5
1401875280.155	0.000	n	status test BF:2 mode:4 ct:6
1401875280.190	0.000	y	&02q0 d- 33.13  0.30  20.1 4.128 4.153 0  959.69   1:03:27 m 0 0    0
1401875280.644	0.000	n	Sending Bat Disable
1401875280.654	0.000	n	quit/status test i=0
1401875280.655	0.000	n	status test BF:1 mode:1 ct:5
1401875280.657	0.000	n	status test BF:2 mode:1 ct:5
1401875280.713	0.000	n	WD off detected for bat 01 with mode 1
1401875280.711	0.000	y	&01wf 1
1401875281.146	0.000	n	Sending Bat Disable
1401875281.156	0.000	n	quit/status test i=1
1401875281.157	0.000	n	status test BF:1 mode:2 ct:6
1401875281.158	0.000	n	status test BF:2 mode:1 ct:5
1401875281.198	0.000	n	WD off detected for bat 02 with mode 1
1401875281.196	0.000	y	&02wf 1
1401875281.648	0.000	n	quit/status test i=2
1401875281.649	0.000	n	status test BF:1 mode:2 ct:6
1401875281.650	0.000	n	status test BF:2 mode:2 ct:6
1401875281.719	0.000	n	SUM:1.17,1.16,0.77,32.0,-772609,01554008.PPB,64973,1020084224,82,7,33.09,4.129,961.04,2
1401875284.137	0.000	n	Clearing winch move done
1401875284.155	0.000	n	CMD,1,00000172*2
1401875284.156	0.000	n	CMD rcvd pfs=22
1401875284.201	0.000	n	LOG,2,0,01554078.WC*0
1401875284.282	0.000	n	pro num now 0, start time = 1401875832
1401875284.670	0.000	n	mmdepth=1160.00
1401875284.672	0.000	n	depth=1.16
1401875284.674	0.000	n	Close enough d=1.16
1401875284.684	0.000	n	LOG,2,1,01554078.WC*0
1401875286.723	0.000	n	Q*0
1401875286.724	0.000	n	Winch Quit received.
1401875304.010	0.000	n	Valid GPS
1401875303.829	0.000	n	$GPRMC,164824,A,4432.3170,N,12322.6118,W,000.0,000.0,040614,015.6,E*66
1401875304.001	0.000	n	GPS adjustment 0
1401875304.004	0.000	n	Profile ended
1401875305.061	0.000	n	IRDM Startup
1401875319.663	0.000	n	NO CARRIER
1401875346.506	0.000	n	CONNECT 115200
1401875351.507	0.000	n	IRDM connection returned IRDM_CONNECTED
