2004/12/25 09:17:47.810 4831	666	25.050	6.012	5.010	4.509	4.509	4.509	4.509	75.150	75.150	12.525
2004/12/25 09:18:01.389 4831	666	26.052	6.253	5.210	4.689	4.689	4.689	4.689	78.156	78.156	13.026
2004/12/25 09:18:14.968 4831	666	27.054	6.493	5.411	4.870	4.870	4.870	4.870	81.162	81.162	13.527
2004/12/25 09:18:28.547 4831	666	28.056	6.733	5.611	5.050	5.050	5.050	5.050	84.168	84.168	14.028
2004/12/25 09:18:42.126 4831	666	29.058	6.974	5.812	5.230	5.230	5.230	5.230	87.174	87.174	14.529
2004/12/25 09:18:55.705 4831	666	30.060	7.214	6.012	5.411	5.411	5.411	5.411	90.180	90.180	15.030
2004/12/25 09:19:09.284 4831	666	31.062	7.455	6.212	5.591	5.591	5.591	5.591	93.186	93.186	15.531
2004/12/25 09:19:22.863 4831	666	32.064	7.695	6.413	5.772	5.772	5.772	5.772	96.192	96.192	16.032
2004/12/25 09:19:36.442 4831	666	33.066	7.936	6.613	5.952	5.952	5.952	5.952	99.198	99.198	16.533
2004/12/25 09:19:50.021 4831	666	34.068	8.176	6.814	6.132	6.132	6.132	6.132	102.204	102.204	17.034
2004/12/25 09:20:03.600 4831	666	35.070	8.417	7.014	6.313	6.313	6.313	6.313	105.210	105.210	17.535
2004/12/25 09:20:17.179 4831	666	36.072	8.657	7.214	6.493	6.493	6.493	6.493	108.216	108.216	18.036
2004/12/25 09:20:30.758 4831	666	37.074	8.898	7.415	6.673	6.673	6.673	6.673	111.222	111.222	18.537
2004/12/25 09:20:44.337 4831	666	38.076	9.138	7.615	6.854	6.854	6.854	6.854	114.228	114.228	19.038
2004/12/25 09:20:57.916 4831	666	39.078	9.379	7.816	7.034	7.034	7.034	7.034	117.234	117.234	19.539
2004/12/25 09:21:11.495 4831	666	40.080	9.619	8.016	7.214	7.214	7.214	7.214	120.240	120.240	20.040
2004/12/25 09:21:25.074 4831	666	41.082	9.860	8.216	7.395	7.395	7.395	7.395	123.246	123.246	20.541
2004/12/25 09:21:38.653 4831	666	42.084	10.100	8.417	7.575	7.575	7.575	7.575	126.253	126.253	21.042
2004/12/25 09:21:52.232 4831	666	43.086	10.341	8.617	7.756	7.756	7.756	7.756	129.259	129.259	21.543
2004/12/25 09:22:05.811 4831	666	44.088	10.581	8.818	7.936	7.936	7.936	7.936	132.265	132.265	22.044
2004/12/25 09:22:19.390 4831	666	45.090	10.822	9.018	8.116	8.116	8.116	8.116	135.271	135.271	22.545
2004/12/25 09:22:32.969 4831	666	46.092	11.062	9.218	8.297	8.297	8.297	8.297	138.277	138.277	23.046
2004/12/25 09:22:46.548 4831	666	47.094	11.303	9.419	8.477	8.477	8.477	8.477	141.283	141.283	23.547
2004/12/25 09:23:00.127 4831	666	48.096	11.543	9.619	8.657	8.657	8.657	8.657	144.289	144.289	24.048
2004/12/25 09:23:13.706 4831	666	49.098	11.784	9.820	8.838	8.838	8.838	8.838	147.295	147.295	24.549
2004/12/25 09:23:27.285 4831	666	50.100	12.024	10.020	9.018	9.018	9.018	9.018	150.301	150.301	25.050
2004/12/25 09:23:40.864 4831	666	51.102	12.265	10.220	9.198	9.198	9.198	9.198	153.307	153.307	25.551
2004/12/25 09:23:54.443 4831	666	52.104	12.505	10.421	9.379	9.379	9.379	9.379	156.313	156.313	26.052
2004/12/25 09:24:08.022 4831	666	53.106	12.745	10.621	9.559	9.559	9.559	9.559	159.319	159.319	26.553
2004/12/25 09:24:21.601 4831	666	54.108	12.986	10.822	9.739	9.739	9.739	9.739	162.325	162.325	27.054
2004/12/25 09:24:35.180 4831	666	55.110	13.226	11.022	9.920	9.920	9.920	9.920	165.331	165.331	27.555
2004/12/25 09:24:48.759 4831	666	56.112	13.467	11.222	10.100	10.100	10.100	10.100	168.337	168.337	28.056
2004/12/25 09:25:02.338 4831	666	57.114	13.707	11.423	10.281	10.281	10.281	10.281	171.343	171.343	28.557
2004/12/25 09:25:15.917 4831	666	58.116	13.948	11.623	10.461	10.461	10.461	10.461	174.349	174.349	29.058
2004/12/25 09:25:29.496 4831	666	59.118	14.188	11.824	10.641	10.641	10.641	10.641	177.355	177.355	29.559
2004/12/25 09:25:43.075 4831	666	60.120	14.429	12.024	10.822	10.822	10.822	10.822	180.361	180.361	30.060
2004/12/25 09:25:56.654 4831	666	61.122	14.669	12.224	11.002	11.002	11.002	11.002	183.367	183.367	30.561
2004/12/25 09:26:10.233 4831	666	62.124	14.910	12.425	11.182	11.182	11.182	11.182	186.373	186.373	31.062
2004/12/25 09:26:23.812 4831	666	63.126	15.150	12.625	11.363	11.363	11.363	11.363	189.379	189.379	31.563
2004/12/25 09:26:37.391 4831	666	64.128	15.391	12.826	11.543	11.543	11.543	11.543	192.385	192.385	32.064
2004/12/25 09:26:50.970 4831	666	65.130	15.631	13.026	11.723	11.723	11.723	11.723	195.391	195.391	32.565
2004/12/25 09:27:04.549 4831	666	66.132	15.872	13.226	11.904	11.904	11.904	11.904	198.397	198.397	33.066
2004/12/25 09:27:18.128 4831	666	67.134	16.112	13.427	12.084	12.084	12.084	12.084	201.403	201.403	33.567
2004/12/25 09:27:31.707 4831	666	68.136	16.353	13.627	12.265	12.265	12.265	12.265	204.409	204.409	34.068
2004/12/25 09:27:45.286 4831	666	69.138	16.593	13.828	12.445	12.445	12.445	12.445	207.415	207.415	34.569
2004/12/25 09:27:58.865 4831	666	70.140	16.834	14.028	12.625	12.625	12.625	12.625	210.421	210.421	35.070
2004/12/25 09:28:12.444 4831	666	71.142	17.074	14.228	12.806	12.806	12.806	12.806	213.427	213.427	35.571
2004/12/25 09:28:26.023 4831	666	72.144	17.315	14.429	12.986	12.986	12.986	12.986	216.433	216.433	36.072
2004/12/25 09:28:39.602 4831	666	73.146	17.555	14.629	13.166	13.166	13.166	13.166	219.439	219.439	36.573
2004/12/25 09:28:53.181 4831	666	74.148	17.796	14.830	13.347	13.347	13.347	13.347	222.445	222.445	37.074
2004/12/25 09:29:06.760 4831	666	75.150	18.036	15.030	13.527	13.527	13.527	13.527	225.451	225.451	37.575
2004/12/25 09:29:20.339 4831	666	76.152	18.277	15.230	13.707	13.707	13.707	13.707	228.457	228.457	38.076
2004/12/25 09:29:33.918 4831	666	77.154	18.517	15.431	13.888	13.888	13.888	13.888	231.463	231.463	38.577
2004/12/25 09:29:47.497 4831	666	78.156	18.758	15.631	14.068	14.068	14.068	14.068	234.469	234.469	39.078
2004/12/25 09:30:01.076 4831	666	79.158	18.998	15.832	14.248	14.248	14.248	14.248	237.475	237.475	39.579
2004/12/25 09:30:14.655 4831	666	80.160	19.238	16.032	14.429	14.429	14.429	14.429	240.481	240.481	40.080
2004/12/25 09:30:28.234 4831	666	81.162	19.479	16.232	14.609	14.609	14.609	14.609	243.487	243.487	40.581
2004/12/25 09:30:41.813 4831	666	82.164	19.719	16.433	14.790	14.790	14.790	14.790	246.493	246.493	41.082
2004/12/25 09:30:55.392 4831	666	83.166	19.960	16.633	14.970	14.970	14.970	14.970	249.499	249.499	41.583
2004/12/25 09:31:08.971 4831	666	84.168	20.200	16.834	15.150	15.150	15.150	15.150	252.505	252.505	42.084
2004/12/25 09:31:22.550 4831	666	85.170	20.441	17.034	15.331	15.331	15.331	15.331	255.511	255.511	42.585
2004/12/25 09:31:36.129 4831	666	86.172	20.681	17.234	15.511	15.511	15.511	15.511	258.517	258.517	43.086
2004/12/25 09:31:49.708 4831	666	87.174	20.922	17.435	15.691	15.691	15.691	15.691	261.523	261.523	43.587
2004/12/25 09:32:03.287 4831	666	88.176	21.162	17.635	15.872	15.872	15.872	15.872	264.529	264.529	44.088
2004/12/25 09:32:16.866 4831	666	89.178	21.403	17.836	16.052	16.052	16.052	16.052	267.535	267.535	44.589
2004/12/25 09:32:30.445 4831	666	90.180	21.643	18.036	16.232	16.232	16.232	16.232	270.541	270.541	45.090
2004/12/25 09:32:44.024 4831	666	91.182	21.884	18.236	16.413	16.413	16.413	16.413	273.547	273.547	45.591
2004/12/25 09:32:57.603 4831	666	92.184	22.124	18.437	16.593	16.593	16.593	16.593	276.553	276.553	46.092
2004/12/25 09:33:11.182 4831	666	93.186	22.365	18.637	16.774	16.774	16.774	16.774	279.559	279.559	46.593
2004/12/25 09:33:24.761 4831	666	94.188	22.605	18.838	16.954	16.954	16.954	16.954	282.565	282.565	47.094
2004/12/25 09:33:38.340 4831	666	95.190	22.846	19.038	17.134	17.134	17.134	17.134	285.571	285.571	47.595
2004/12/25 09:33:51.919 4831	666	96.192	23.086	19.238	17.315	17.315	17.315	17.315	288.577	288.577	48.096
2004/12/25 09:34:05.498 4831	666	97.194	23.327	19.439	17.495	17.495	17.495	17.495	291.583	291.583	48.597
2004/12/25 09:34:19.077 4831	666	98.196	23.567	19.639	17.675	17.675	17.675	17.675	294.589	294.589	49.098
2004/12/25 09:34:32.656 4831	666	99.198	23.808	19.840	17.856	17.856	17.856	17.856	297.595	297.595	49.599
2004/12/25 09:34:46.235 4831	666	100.200	24.048	20.040	18.036	18.036	18.036	18.036	300.601	300.601	50.100
2004/12/25 09:34:59.814 4831	666	101.202	24.289	20.240	18.216	18.216	18.216	18.216	303.607	303.607	50.601
2004/12/25 09:35:13.393 4831	666	102.204	24.529	20.441	18.397	18.397	18.397	18.397	306.613	306.613	51.102
2004/12/25 09:35:26.972 4831	666	103.206	24.770	20.641	18.577	18.577	18.577	18.577	309.619	309.619	51.603
2004/12/25 09:35:40.551 4831	666	104.208	25.010	20.842	18.758	18.758	18.758	18.758	312.625	312.625	52.104
2004/12/25 09:35:54.130 4831	666	105.210	25.251	21.042	18.938	18.938	18.938	18.938	315.631	315.631	52.605
2004/12/25 09:36:07.709 4831	666	106.212	25.491	21.242	19.118	19.118	19.118	19.118	318.637	318.637	53.106
2004/12/25 09:36:21.288 4831	666	107.214	25.731	21.443	19.299	19.299	19.299	19.299	321.643	321.643	53.607
2004/12/25 09:36:34.867 4831	666	108.216	25.972	21.643	19.479	19.479	19.479	19.479	324.649	324.649	54.108
2004/12/25 09:36:48.446 4831	666	109.218	26.212	21.844	19.659	19.659	19.659	19.659	327.655	327.655	54.609
2004/12/25 09:37:02.025 4831	666	110.220	26.453	22.044	19.840	19.840	19.840	19.840	330.661	330.661	55.110
2004/12/25 09:37:15.604 4831	666	111.222	26.693	22.244	20.020	20.020	20.020	20.020	333.667	333.667	55.611
2004/12/25 09:37:29.183 4831	666	112.224	26.934	22.445	20.200	20.200	20.200	20.200	336.673	336.673	56.112
2004/12/25 09:37:42.762 4831	666	113.226	27.174	22.645	20.381	20.381	20.381	20.381	339.679	339.679	56.613
2004/12/25 09:37:56.341 4831	666	114.228	27.415	22.846	20.561	20.561	20.561	20.561	342.685	342.685	57.114
2004/12/25 09:38:09.920 4831	666	115.230	27.655	23.046	20.741	20.741	20.741	20.741	345.691	345.691	57.615
2004/12/25 09:38:23.499 4831	666	116.232	27.896	23.246	20.922	20.922	20.922	20.922	348.697	348.697	58.116
2004/12/25 09:38:37.078 4831	666	117.234	28.136	23.447	21.102	21.102	21.102	21.102	351.703	351.703	58.617
2004/12/25 09:38:50.657 4831	666	118.236	28.377	23.647	21.283	21.283	21.283	21.283	354.709	354.709	59.118
2004/12/25 09:39:04.236 4831	666	119.238	28.617	23.848	21.463	21.463	21.463	21.463	357.715	357.715	59.619
2004/12/25 09:39:17.815 4831	666	120.240	28.858	24.048	21.643	21.643	21.643	21.643	360.721	360.721	60.120
2004/12/25 09:39:31.394 4831	666	121.242	29.098	24.248	21.824	21.824	21.824	21.824	363.727	363.727	60.621
2004/12/25 09:39:44.973 4831	666	122.244	29.339	24.449	22.004	22.004	22.004	22.004	366.733	366.733	61.122
2004/12/25 09:39:58.552 4831	666	123.246	29.579	24.649	22.184	22.184	22.184	22.184	369.739	369.739	61.623
2004/12/25 09:40:12.131 4831	666	124.248	29.820	24.850	22.365	22.365	22.365	22.365	372.745	372.745	62.124
2004/12/25 09:40:25.710 4831	666	125.251	30.060	25.050	22.545	22.545	22.545	22.545	375.752	375.752	62.625
2004/12/25 09:40:39.289 4831	666	126.253	30.301	25.251	22.725	22.725	22.725	22.725	378.758	378.758	63.126
2004/12/25 09:40:52.868 4831	666	127.255	30.541	25.451	22.906	22.906	22.906	22.906	381.764	381.764	63.627
2004/12/25 09:41:06.447 4831	666	128.257	30.782	25.651	23.086	23.086	23.086	23.086	384.770	384.770	64.128
2004/12/25 09:41:20.026 4831	666	129.259	31.022	25.852	23.267	23.267	23.267	23.267	387.776	387.776	64.629
2004/12/25 09:41:33.605 4831	666	130.261	31.263	26.052	23.447	23.447	23.447	23.447	390.782	390.782	65.130
2004/12/25 09:41:47.184 4831	666	131.263	31.503	26.253	23.627	23.627	23.627	23.627	393.788	393.788	65.631
2004/12/25 09:42:00.763 4831	666	132.265	31.743	26.453	23.808	23.808	23.808	23.808	396.794	396.794	66.132
2004/12/25 09:42:14.342 4831	666	133.267	31.984	26.653	23.988	23.988	23.988	23.988	399.800	399.800	66.633
2004/12/25 09:42:27.921 4831	666	134.269	32.224	26.854	24.168	24.168	24.168	24.168	402.806	402.806	67.134
2004/12/25 09:42:41.500 4831	666	135.271	32.465	27.054	24.349	24.349	24.349	24.349	405.812	405.812	67.635
2004/12/25 09:42:55.079 4831	666	136.273	32.705	27.255	24.529	24.529	24.529	24.529	408.818	408.818	68.136
2004/12/25 09:43:08.658 4831	666	137.275	32.946	27.455	24.709	24.709	24.709	24.709	411.824	411.824	68.637
2004/12/25 09:43:22.237 4831	666	138.277	33.186	27.655	24.890	24.890	24.890	24.890	414.830	414.830	69.138
2004/12/25 09:43:35.816 4831	666	139.279	33.427	27.856	25.070	25.070	25.070	25.070	417.836	417.836	69.639
2004/12/25 09:43:49.395 4831	666	140.281	33.667	28.056	25.251	25.251	25.251	25.251	420.842	420.842	70.140
2004/12/25 09:44:02.974 4831	666	141.283	33.908	28.257	25.431	25.431	25.431	25.431	423.848	423.848	70.641
2004/12/25 09:44:16.553 4831	666	142.285	34.148	28.457	25.611	25.611	25.611	25.611	426.854	426.854	71.142
2004/12/25 09:44:30.132 4831	666	143.287	34.389	28.657	25.792	25.792	25.792	25.792	429.860	429.860	71.643
2004/12/25 09:44:43.711 4831	666	144.289	34.629	28.858	25.972	25.972	25.972	25.972	432.866	432.866	72.144
2004/12/25 09:44:57.290 4831	666	145.291	34.870	29.058	26.152	26.152	26.152	26.152	435.872	435.872	72.645
2004/12/25 09:45:10.869 4831	666	146.293	35.110	29.259	26.333	26.333	26.333	26.333	438.878	438.878	73.146
2004/12/25 09:45:24.448 4831	666	147.295	35.351	29.459	26.513	26.513	26.513	26.513	441.884	441.884	73.647
2004/12/25 09:45:38.027 4831	666	148.297	35.591	29.659	26.693	26.693	26.693	26.693	444.890	444.890	74.148
2004/12/25 09:45:51.606 4831	666	149.299	35.832	29.860	26.874	26.874	26.874	26.874	447.896	447.896	74.649
2004/12/25 09:46:05.185 4831	666	150.301	36.072	30.060	27.054	27.054	27.054	27.054	450.902	450.902	75.150
2004/12/25 09:46:18.764 4831	666	151.303	36.313	30.261	27.234	27.234	27.234	27.234	453.908	453.908	75.651
2004/12/25 09:46:32.343 4831	666	152.305	36.553	30.461	27.415	27.415	27.415	27.415	456.914	456.914	76.152
2004/12/25 09:46:45.922 4831	666	153.307	36.794	30.661	27.595	27.595	27.595	27.595	459.920	459.920	76.653
2004/12/25 09:46:59.501 4831	666	154.309	37.034	30.862	27.776	27.776	27.776	27.776	462.926	462.926	77.154
2004/12/25 09:47:13.080 4831	666	155.311	37.275	31.062	27.956	27.956	27.956	27.956	465.932	465.932	77.655
2004/12/25 09:47:26.659 4831	666	156.313	37.515	31.263	28.136	28.136	28.136	28.136	468.938	468.938	78.156
2004/12/25 09:47:40.238 4831	666	157.315	37.756	31.463	28.317	28.317	28.317	28.317	471.944	471.944	78.657
2004/12/25 09:47:53.817 4831	666	158.317	37.996	31.663	28.497	28.497	28.497	28.497	474.950	474.950	79.158
2004/12/25 09:48:07.396 4831	666	159.319	38.236	31.864	28.677	28.677	28.677	28.677	477.956	477.956	79.659
2004/12/25 09:48:20.975 4831	666	160.321	38.477	32.064	28.858	28.858	28.858	28.858	480.962	480.962	80.160
2004/12/25 09:48:34.554 4831	666	161.323	38.717	32.265	29.038	29.038	29.038	29.038	483.968	483.968	80.661
2004/12/25 09:48:48.133 4831	666	162.325	38.958	32.465	29.218	29.218	29.218	29.218	486.974	486.974	81.162
2004/12/25 09:49:01.712 4831	666	163.327	39.198	32.665	29.399	29.399	29.399	29.399	489.980	489.980	81.663
2004/12/25 09:49:15.291 4831	666	164.329	39.439	32.866	29.579	29.579	29.579	29.579	492.986	492.986	82.164
2004/12/25 09:49:28.870 4831	666	165.331	39.679	33.066	29.760	29.760	29.760	29.760	495.992	495.992	82.665
2004/12/25 09:49:42.449 4831	666	166.333	39.920	33.267	29.940	29.940	29.940	29.940	498.998	498.998	83.166
2004/12/25 09:49:56.028 4831	666	167.335	40.160	33.467	30.120	30.120	30.120	30.120	502.004	502.004	83.667
2004/12/25 09:50:09.607 4831	666	168.337	40.401	33.667	30.301	30.301	30.301	30.301	505.010	505.010	84.168
2004/12/25 09:50:23.186 4831	666	169.339	40.641	33.868	30.481	30.481	30.481	30.481	508.016	508.016	84.669
2004/12/25 09:50:36.765 4831	666	170.341	40.882	34.068	30.661	30.661	30.661	30.661	511.022	511.022	85.170
2004/12/25 09:50:50.344 4831	666	171.343	41.122	34.269	30.842	30.842	30.842	30.842	514.028	514.028	85.671
2004/12/25 09:51:03.923 4831	666	172.345	41.363	34.469	31.022	31.022	31.022	31.022	517.034	517.034	86.172
2004/12/25 09:51:17.502 4831	666	173.347	41.603	34.669	31.202	31.202	31.202	31.202	520.040	520.040	86.673
2004/12/25 09:51:31.081 4831	666	174.349	41.844	34.870	31.383	31.383	31.383	31.383	523.046	523.046	87.174
2004/12/25 09:51:44.660 4831	666	175.351	42.084	35.070	31.563	31.563	31.563	31.563	526.052	526.052	87.675
2004/12/25 09:51:58.239 4831	666	176.353	42.325	35.271	31.743	31.743	31.743	31.743	529.058	529.058	88.176
2004/12/25 09:52:11.818 4831	666	177.355	42.565	35.471	31.924	31.924	31.924	31.924	532.064	532.064	88.677
2004/12/25 09:52:25.397 4831	666	178.357	42.806	35.671	32.104	32.104	32.104	32.104	535.070	535.070	89.178
2004/12/25 09:52:38.976 4831	666	179.359	43.046	35.872	32.285	32.285	32.285	32.285	538.076	538.076	89.679
2004/12/25 09:52:52.555 4831	666	180.361	43.287	36.072	32.465	32.465	32.465	32.465	541.082	541.082	90.180
2004/12/25 09:53:06.134 4831	666	181.363	43.527	36.273	32.645	32.645	32.645	32.645	544.088	544.088	90.681
2004/12/25 09:53:19.713 4831	666	182.365	43.768	36.473	32.826	32.826	32.826	32.826	547.094	547.094	91.182
2004/12/25 09:53:33.292 4831	666	183.367	44.008	36.673	33.006	33.006	33.006	33.006	550.100	550.100	91.683
2004/12/25 09:53:46.871 4831	666	184.369	44.248	36.874	33.186	33.186	33.186	33.186	553.106	553.106	92.184
2004/12/25 09:54:00.450 4831	666	185.371	44.489	37.074	33.367	33.367	33.367	33.367	556.112	556.112	92.685
2004/12/25 09:54:14.029 4831	666	186.373	44.729	37.275	33.547	33.547	33.547	33.547	559.118	559.118	93.186
2004/12/25 09:54:27.608 4831	666	187.375	44.970	37.475	33.727	33.727	33.727	33.727	562.124	562.124	93.687
2004/12/25 09:54:41.187 4831	666	188.377	45.210	37.675	33.908	33.908	33.908	33.908	565.130	565.130	94.188
2004/12/25 09:54:54.766 4831	666	189.379	45.451	37.876	34.088	34.088	34.088	34.088	568.136	568.136	94.689
2004/12/25 09:55:08.345 4831	666	190.381	45.691	38.076	34.269	34.269	34.269	34.269	571.142	571.142	95.190
2004/12/25 09:55:21.924 4831	666	191.383	45.932	38.277	34.449	34.449	34.449	34.449	574.148	574.148	95.691
2004/12/25 09:55:35.503 4831	666	192.385	46.172	38.477	34.629	34.629	34.629	34.629	577.154	577.154	96.192
2004/12/25 09:55:49.082 4831	666	193.387	46.413	38.677	34.810	34.810	34.810	34.810	580.160	580.160	96.693
2004/12/25 09:56:02.661 4831	666	194.389	46.653	38.878	34.990	34.990	34.990	34.990	583.166	583.166	97.194
2004/12/25 09:56:16.240 4831	666	195.391	46.894	39.078	35.170	35.170	35.170	35.170	586.172	586.172	97.695
2004/12/25 09:56:29.819 4831	666	196.393	47.134	39.279	35.351	35.351	35.351	35.351	589.178	589.178	98.196
2004/12/25 09:56:43.398 4831	666	197.395	47.375	39.479	35.531	35.531	35.531	35.531	592.184	592.184	98.697
2004/12/25 09:56:56.977 4831	666	198.397	47.615	39.679	35.711	35.711	35.711	35.711	595.190	595.190	99.198
2004/12/25 09:57:10.556 4831	666	199.399	47.856	39.880	35.892	35.892	35.892	35.892	598.196	598.196	99.699
2004/12/25 09:57:24.135 4831	666	200.401	48.096	40.080	36.072	36.072	36.072	36.072	601.202	601.202	100.200
2004/12/25 09:57:37.714 4831	666	201.403	48.337	40.281	36.253	36.253	36.253	36.253	604.208	604.208	100.701
2004/12/25 09:57:51.293 4831	666	202.405	48.577	40.481	36.433	36.433	36.433	36.433	607.214	607.214	101.202
2004/12/25 09:58:04.872 4831	666	203.407	48.818	40.681	36.613	36.613	36.613	36.613	610.220	610.220	101.703
2004/12/25 09:58:18.451 4831	666	204.409	49.058	40.882	36.794	36.794	36.794	36.794	613.226	613.226	102.204
2004/12/25 09:58:32.030 4831	666	205.411	49.299	41.082	36.974	36.974	36.974	36.974	616.232	616.232	102.705
2004/12/25 09:58:45.609 4831	666	206.413	49.539	41.283	37.154	37.154	37.154	37.154	619.238	619.238	103.206
2004/12/25 09:58:59.188 4831	666	207.415	49.780	41.483	37.335	37.335	37.335	37.335	622.244	622.244	103.707
2004/12/25 09:59:12.767 4831	666	208.417	50.020	41.683	37.515	37.515	37.515	37.515	625.251	625.251	104.208
2004/12/25 09:59:26.346 4831	666	209.419	50.261	41.884	37.695	37.695	37.695	37.695	628.257	628.257	104.709
2004/12/25 09:59:39.925 4831	666	210.421	50.501	42.084	37.876	37.876	37.876	37.876	631.263	631.263	105.210
2004/12/25 09:59:53.504 4831	666	211.423	50.741	42.285	38.056	38.056	38.056	38.056	634.269	634.269	105.711
2004/12/25 10:00:07.083 4831	666	212.425	50.982	42.485	38.236	38.236	38.236	38.236	637.275	637.275	106.212
2004/12/25 10:00:20.662 4831	666	213.427	51.222	42.685	38.417	38.417	38.417	38.417	640.281	640.281	106.713
2004/12/25 10:00:34.241 4831	666	214.429	51.463	42.886	38.597	38.597	38.597	38.597	643.287	643.287	107.214
2004/12/25 10:00:47.820 4831	666	215.431	51.703	43.086	38.778	38.778	38.778	38.778	646.293	646.293	107.715
2004/12/25 10:01:01.399 4831	666	216.433	51.944	43.287	38.958	38.958	38.958	38.958	649.299	649.299	108.216
2004/12/25 10:01:14.978 4831	666	217.435	52.184	43.487	39.138	39.138	39.138	39.138	652.305	652.305	108.717
2004/12/25 10:01:28.557 4831	666	218.437	52.425	43.687	39.319	39.319	39.319	39.319	655.311	655.311	109.218
2004/12/25 10:01:42.136 4831	666	219.439	52.665	43.888	39.499	39.499	39.499	39.499	658.317	658.317	109.719
2004/12/25 10:01:55.715 4831	666	220.441	52.906	44.088	39.679	39.679	39.679	39.679	661.323	661.323	110.220
2004/12/25 10:02:09.294 4831	666	221.443	53.146	44.289	39.860	39.860	39.860	39.860	664.329	664.329	110.721
2004/12/25 10:02:22.873 4831	666	222.445	53.387	44.489	40.040	40.040	40.040	40.040	667.335	667.335	111.222
2004/12/25 10:02:36.452 4831	666	223.447	53.627	44.689	40.220	40.220	40.220	40.220	670.341	670.341	111.723
2004/12/25 10:02:50.031 4831	666	224.449	53.868	44.890	40.401	40.401	40.401	40.401	673.347	673.347	112.224
2004/12/25 10:03:03.610 4831	666	225.451	54.108	45.090	40.581	40.581	40.581	40.581	676.353	676.353	112.725
2004/12/25 10:03:17.189 4831	666	226.453	54.349	45.291	40.762	40.762	40.762	40.762	679.359	679.359	113.226
2004/12/25 10:03:30.768 4831	666	227.455	54.589	45.491	40.942	40.942	40.942	40.942	682.365	682.365	113.727
2004/12/25 10:03:44.347 4831	666	228.457	54.830	45.691	41.122	41.122	41.122	41.122	685.371	685.371	114.228
2004/12/25 10:03:57.926 4831	666	229.459	55.070	45.892	41.303	41.303	41.303	41.303	688.377	688.377	114.729
